λ,σ_1,σ_2,σ_3,σ_4,σ_5,σ_6,σ_7,σ_8,σ_11,σ_12,σ_13,σ_14,σ_17,σ_15,σ_16,σ_18,σ_19,σ_20,σ_21,σ_22,σ_23,σ_24,σ_31,σ_32,σ_33,σ_34,σ_35,σ_41,σ_51,σ_52,σ_53,σ_54,σ_55,σ_56
316.254,4.486352449085971e-20,4.486352449085971e-20,2.999465477422538e-21,2.2695936395027885e-19,1.0000270974819697e-30,1.0000270974819697e-30,2.5573171440261852e-20,3.3720620536281536e-22,2.1347979912643305e-20,2.1347979912643305e-20,2.0102121650154172e-20,2.4696152848710143e-20,3.045648774423206e-20,3.0238505935306814e-20,3.0238505935306814e-20,1.287224854518687e-19,1.287224854518687e-19,1.287224854518687e-19,6.957864399735956e-21,7.580215809276754e-21,5.730277587334941e-20,5.730277587334941e-20,2.5663588602435417e-20,2.5663588602435417e-20,2.5663588602435417e-20,1.0844087309733798e-20,3.2086663367996243e-21,1.7542365956853853e-21,5.808568511875498e-22,9.120019333319257e-22,1.2095723064286105e-21,1.4798521093394458e-21,4.030022811631715e-21,1.5211778140732043e-20
316.52,4.3289731200360843e-20,4.3289731200360843e-20,2.9543429700321786e-21,2.2879267733535005e-19,1.0000238184348777e-30,1.0000238184348777e-30,2.5970120793229475e-20,3.2477935288806185e-22,3.069479962327725e-20,3.069479962327725e-20,1.987572564324604e-20,2.4231273140849205e-20,2.9749301332347456e-20,2.919508379104714e-20,2.919508379104714e-20,1.3452015250269128e-19,1.3452015250269128e-19,1.3452015250269128e-19,6.750005973147416e-21,7.323011243623273e-21,5.754727631014349e-20,5.754727631014349e-20,2.4988478451667882e-20,2.4988478451667882e-20,2.4988478451667882e-20,1.0778972335233443e-20,3.1484549936509825e-21,1.7296735543014622e-21,5.603738586186151e-22,8.83177870662756e-22,1.1748057203173836e-21,1.4316305460975082e-21,3.927702245830226e-21,1.4888591046103702e-20
316.786,4.176993195705171e-20,4.176993195705171e-20,2.9099941766309747e-21,2.3063756781672163e-19,1.0000209234528892e-30,1.0000209234528892e-30,2.6506537806191855e-20,3.1279051573180482e-22,5.0972323314043646e-20,5.0972323314043646e-20,1.9712691001212195e-20,2.376925916292792e-20,2.906940694323892e-20,2.8161257569069305e-20,2.8161257569069305e-20,1.3496931888503048e-19,1.3496931888503048e-19,1.3496931888503048e-19,6.544163429351509e-21,7.073734221845535e-21,5.778991966398668e-20,5.778991966398668e-20,2.4340507896847163e-20,2.4340507896847163e-20,2.4340507896847163e-20,1.0705208262110902e-20,3.0917480821638446e-21,1.7054503702775903e-21,5.404941232397042e-22,8.550731429221347e-22,1.1409419988558097e-21,1.3847633163126231e-21,3.827388854305075e-21,1.4569557375134988e-20
317.053,4.029678327780624e-20,4.029678327780624e-20,2.8662418919346133e-21,2.325002356914879e-19,1.0000183601515815e-30,1.0000183601515815e-30,2.720317658087044e-20,3.0117828956518174e-22,6.808383612810087e-20,6.808383612810087e-20,1.960034540657525e-20,2.3308245011734882e-20,2.841635143291749e-20,2.7158172457599934e-20,2.7158172457599934e-20,1.286014225453789e-19,1.286014225453789e-19,1.286014225453789e-19,6.339538731361648e-21,6.830479835768119e-21,5.803226627532791e-20,5.803226627532791e-20,2.3721514343880516e-20,2.3721514343880516e-20,2.3721514343880516e-20,1.0621081825298954e-20,3.0380666929767867e-21,1.6814733480276944e-21,5.211314805919235e-22,8.27573849601326e-22,1.1078380719241736e-21,1.3390542748543364e-21,3.728692370035654e-21,1.4253543548203156e-20
317.319,3.8879466605742273e-20,3.8879466605742273e-20,2.8233993431524165e-21,2.3436590148919864e-19,1.0000161089443298e-30,1.0000161089443298e-30,2.806979753400494e-20,2.9001794600453927e-22,6.146543869565429e-20,6.146543869565429e-20,1.9519250881824106e-20,2.2851540823424206e-20,2.7795787862011207e-20,2.6214848098952425e-20,2.6214848098952425e-20,1.1526489946886843e-19,1.1526489946886843e-19,1.1526489946886843e-19,6.137652488591545e-21,6.594099043488245e-21,5.827302501567042e-20,5.827302501567042e-20,2.313860163656181e-20,2.313860163656181e-20,2.313860163656181e-20,1.0526017557884495e-20,2.987529854492379e-21,1.6579176080958135e-21,5.024172551764169e-22,8.008738543572924e-22,1.0757215053314002e-21,1.2948183666368985e-21,3.6323276336073056e-21,1.3942955184036226e-20
317.585,3.751059164826129e-20,3.751059164826129e-20,2.781287055106512e-21,2.3624067134047596e-19,1.000014125171443e-30,1.000014125171443e-30,2.9120121684623107e-20,2.792541078120214e-22,4.3285045754249e-20,4.3285045754249e-20,1.9443115624717493e-20,2.239727905988538e-20,2.7204889365166567e-20,2.5344278762841865e-20,2.5344278762841865e-20,9.636663798502597e-20,9.636663798502597e-20,9.636663798502597e-20,5.937746083381273e-21,6.362887087881987e-21,5.851358128575254e-20,5.851358128575254e-20,2.2590965347381815e-20,2.2590965347381815e-20,2.2590965347381815e-20,1.0418722739005754e-20,2.939651321146175e-21,1.6346883023849146e-21,4.842644556244937e-22,7.748568858738445e-22,1.0444467053753019e-21,1.2518546417397718e-21,3.5378968241121115e-21,1.363663550614967e-20
317.852,3.6183566132929483e-20,3.6183566132929483e-20,2.7397368240701905e-21,2.3813076517710687e-19,1.0000123720066882e-30,1.0000123720066882e-30,3.0366204203851145e-20,2.688375098569689e-22,3.118656320319744e-20,3.118656320319744e-20,1.9343555231386827e-20,2.1943640726501058e-20,2.6640400557652154e-20,2.4555244742329513e-20,2.4555244742329513e-20,7.459747296273062e-20,7.459747296273062e-20,7.459747296273062e-20,5.739114437637268e-21,6.135546046872021e-21,5.875490027358781e-20,5.875490027358781e-20,2.207699172104273e-20,2.207699172104273e-20,2.207699172104273e-20,1.0297951779174809e-20,2.8939894765188456e-21,1.6116955464653119e-21,4.665942808656568e-22,7.494170778097827e-22,1.0138811237742328e-21,1.2099813996915566e-21,3.445031176691513e-21,1.3333488330393113e-20
318.118,3.4906683186585277e-20,3.4906683186585277e-20,2.6990461963177136e-21,2.4002112908392758e-19,1.0000108352128265e-30,1.0000108352128265e-30,3.180015601916966e-20,2.588258644612089e-22,2.609570921000176e-20,2.609570921000176e-20,1.9195310428278806e-20,2.1493915918421715e-20,2.610477151808405e-20,2.385982286548625e-20,2.385982286548625e-20,5.337250332345782e-20,5.337250332345782e-20,5.337250332345782e-20,5.54330383719133e-21,5.913655758561938e-21,5.89956693586533e-20,5.89956693586533e-20,2.1599867557443863e-20,2.1599867557443863e-20,2.1599867557443863e-20,1.0164091195451132e-20,2.8506169538897392e-21,1.5891072368568753e-21,4.495265745075076e-22,7.247332376807149e-22,9.842344350928285e-22,1.1694851541555514e-21,3.354401678773875e-21,1.303581202072623e-20
318.384,3.3673307143781755e-20,3.3673307143781755e-20,2.659044852733977e-21,2.4191791755775857e-19,1.0000094835419236e-30,1.0000094835419236e-30,3.342068856486886e-20,2.491743679301259e-22,2.2515676538399115e-20,2.2515676538399115e-20,1.8978369669333818e-20,2.104631467737283e-20,2.559359408831753e-20,2.3255884372991617e-20,2.3255884372991617e-20,3.524244923864286e-20,3.524244923864286e-20,3.524244923864286e-20,5.349647191585272e-21,5.6965603088128906e-21,5.923731703682219e-20,5.923731703682219e-20,2.1156240278518455e-20,2.1156240278518455e-20,2.1156240278518455e-20,1.0016461738997545e-20,2.8090975789020383e-21,1.5668323845728657e-21,4.329811293098046e-22,7.006972272496324e-22,9.553717760418994e-22,1.1301798355954504e-21,3.265632370078218e-21,1.2742487084303983e-20
318.65,3.248191982654489e-20,3.248191982654489e-20,2.6197196516516002e-21,2.4382020830426795e-19,1.0000082954416773e-30,1.0000082954416773e-30,3.521358395964467e-20,2.398733421186691e-22,1.6518590661872336e-20,1.6518590661872336e-20,1.8682566639615306e-20,2.060077529449954e-20,2.5104478528297915e-20,2.273982972329857e-20,2.273982972329857e-20,2.1533413363271566e-20,2.1533413363271566e-20,2.1533413363271566e-20,5.158246425252863e-21,5.484698350001438e-21,5.947992192999585e-20,5.947992192999585e-20,2.074399172059491e-20,2.074399172059491e-20,2.074399172059491e-20,9.855085103154442e-21,2.7691797561570683e-21,1.5448667672140774e-21,4.169457908185904e-22,6.772975505007028e-22,9.272746586043019e-22,1.0920386889534658e-21,3.1786986553339478e-21,1.245353403559037e-20
318.916,3.133106133557729e-20,3.133106133557729e-20,2.5810577422126866e-21,2.4572706967277657e-19,1.0000072517744954e-30,1.0000072517744954e-30,3.7154446333510896e-20,2.309023356632555e-22,1.0018572650831898e-20,1.0018572650831898e-20,1.830880936781857e-20,2.015726433433437e-20,2.4635039159366094e-20,2.2304219578786912e-20,2.2304219578786912e-20,1.2248569427118505e-20,1.2248569427118505e-20,1.2248569427118505e-20,4.969223176281836e-21,5.278627289177854e-21,5.972400189429797e-20,5.972400189429797e-20,2.0360724717618488e-20,2.0360724717618488e-20,2.0360724717618488e-20,9.680256575488321e-21,2.7306228148052395e-21,1.5232062107136938e-21,4.0140825774721743e-22,6.545228136740608e-22,8.999249553142585e-22,1.055035139664025e-21,3.0935759200733398e-21,1.2168969985623607e-20
319.183,3.0215220212821e-20,3.0215220212821e-20,2.5429048190242353e-21,2.476447524624627e-19,1.000006332335022e-30,1.000006332335022e-30,3.9215354382684025e-20,2.2222444377178904e-22,6.18480444710226e-21,6.18480444710226e-21,1.7866611910156753e-20,1.9714123714340927e-20,2.4181429536853385e-20,2.193738921639653e-20,2.193738921639653e-20,6.531431108463755e-21,6.531431108463755e-21,6.531431108463755e-21,4.782020663285834e-21,5.078165563926819e-21,5.997058934790921e-20,5.997058934790921e-20,2.000244975071049e-20,2.000244975071049e-20,2.000244975071049e-20,9.491808532616129e-21,2.6930597551940415e-21,1.5017668519134256e-21,3.863011881249716e-22,6.322795531736206e-22,8.7320617606935e-22,1.0190099412629294e-21,3.0099296233743196e-21,1.1887763777012788e-20
319.449,2.9141400292698954e-20,2.9141400292698954e-20,2.5055342598972766e-21,2.495579500851045e-19,1.0000055289079954e-30,1.0000055289079954e-30,4.133297529743853e-20,2.1389429864558175e-22,5.18204464696293e-21,5.18204464696293e-21,1.7378205177649337e-20,1.9274704300102836e-20,2.3745186109704464e-20,2.1629611313610883e-20,2.1629611313610883e-20,3.3220784034599764e-21,3.3220784034599764e-21,3.3220784034599764e-21,4.598196630660404e-21,4.8852541559712226e-21,6.021758616047516e-20,6.021758616047516e-20,1.966896212795233e-20,1.966896212795233e-20,1.966896212795233e-20,9.291969381600436e-21,2.656557200706333e-21,1.4807051943889718e-21,3.7172581619332995e-22,6.107231505901531e-22,8.47300992493027e-22,9.842067059947395e-22,2.9283616726321446e-21,1.161203231785053e-20
319.715,2.810405086315023e-20,2.810405086315023e-20,2.468789827307131e-21,2.5147290169256827e-19,1.0000048244823415e-30,1.0000048244823415e-30,4.3455689256867043e-20,2.0586874661532126e-22,6.574740198106359e-21,6.574740198106359e-21,1.686438477510146e-20,1.8837409086265625e-20,2.332316400209703e-20,2.1365901806833083e-20,2.1365901806833083e-20,1.6330145842905174e-21,1.6330145842905174e-21,1.6330145842905174e-21,4.417213083700293e-21,4.699350223393218e-21,6.04667498237047e-20,6.04667498237047e-20,1.935616857187824e-20,1.935616857187824e-20,1.935616857187824e-20,9.08110082302089e-21,2.620773975852149e-21,1.4599363468421586e-21,3.576131082964237e-22,5.897580437542766e-22,8.220909096735353e-22,9.504625113661241e-22,2.848530902544569e-21,1.1340721354972995e-20
319.981,2.7101922425287342e-20,2.7101922425287342e-20,2.432659636234864e-21,2.533886760710825e-19,1.0000042072468455e-30,1.0000042072468455e-30,4.551488560157594e-20,1.9813813474856606e-22,1.0754206444406959e-20,1.0754206444406959e-20,1.6346625191277256e-20,1.8402340564178532e-20,2.2914406302372203e-20,2.1132694708613507e-20,2.1132694708613507e-20,7.895965299108338e-22,7.895965299108338e-22,7.895965299108338e-22,4.23924807798827e-21,4.52040452756618e-21,6.07167530889966e-20,6.07167530889966e-20,1.9061699412538618e-20,1.9061699412538618e-20,1.9061699412538618e-20,8.86044894723519e-21,2.5855284933761775e-21,1.4394563257117838e-21,3.439523346450066e-22,5.693732140831651e-22,7.975592101967383e-22,9.177516889605994e-22,2.7704127988960867e-21,1.107383497517743e-20
320.247,2.6133812815267262e-20,2.6133812815267262e-20,2.3971320292516217e-21,2.5530435176036938e-19,1.0000036667493991e-30,1.0000036667493991e-30,4.7435973714101066e-20,1.9068917592237253e-22,1.671651552649038e-20,1.671651552649038e-20,1.5841975678222042e-20,1.79696374373916e-20,2.2518519157581878e-20,2.0917247886254924e-20,2.0917247886254924e-20,3.828372823550142e-22,3.828372823550142e-22,3.828372823550142e-22,4.064486697632556e-21,4.348075659732849e-21,6.09690145527142e-20,6.09690145527142e-20,1.8783222318627106e-20,1.8783222318627106e-20,1.8783222318627106e-20,8.631427548851247e-21,2.550657510499373e-21,1.4192611939440193e-21,3.307319014245711e-22,5.495577290904058e-22,7.736895192273428e-22,8.860488346560128e-22,2.6939829081577868e-21,1.0811374180081172e-20
320.514,2.5195109807992648e-20,2.5195109807992648e-20,2.3620653332719685e-21,2.572262158872445e-19,1.0000031920854498e-30,1.0000031920854498e-30,4.9149240112443943e-20,1.8348793229976263e-22,1.9875901085643438e-20,1.9875901085643438e-20,1.5359141976053447e-20,1.753786195811485e-20,2.2134019308140474e-20,2.0707632158878907e-20,2.0707632158878907e-20,1.894285867894161e-22,1.894285867894161e-22,1.894285867894161e-22,3.892480229017362e-21,4.1811387807185755e-21,6.122307657615315e-20,6.122307657615315e-20,1.8518158554987972e-20,1.8518158554987972e-20,1.8518158554987972e-20,8.394684247741512e-21,2.5158872794424147e-21,1.3992727213113371e-21,3.178941925836913e-22,5.302293861380696e-22,7.50379691733683e-22,8.552151623614862e-22,2.6189388655953795e-21,1.0552375243398228e-20
320.78,2.4291728087888348e-20,2.4291728087888348e-20,2.327710980236071e-21,2.5913897916668555e-19,1.000002778618439e-30,1.000002778618439e-30,5.0570959224422916e-20,1.7657706019053114e-22,1.806643322587061e-20,1.806643322587061e-20,1.490507937930532e-20,1.7110457923302298e-20,2.1764178677603132e-20,2.049642121598616e-20,2.049642121598616e-20,9.812946048139253e-23,9.812946048139253e-23,9.812946048139253e-23,3.7247071065236166e-21,4.020021564128422e-21,6.147750391302537e-20,6.147750391302537e-20,1.826734286247483e-20,1.826734286247483e-20,1.826734286247483e-20,8.153634240270485e-21,2.4813544597181246e-21,1.379636777929948e-21,3.0552437785804177e-22,5.115221674232551e-22,7.277885805882921e-22,8.2545673428353475e-22,2.545818388934137e-21,1.0298773281308097e-20
321.046,2.341901931799208e-20,2.341901931799208e-20,2.2939255522651367e-21,2.6104897272502063e-19,1.000002417238947e-30,1.000002417238947e-30,5.164867712719444e-20,1.699243111223811e-22,1.4661827000778667e-20,1.4661827000778667e-20,1.4475099928501903e-20,1.6686044706712042e-20,2.1408070140136233e-20,2.0276349078598435e-20,2.0276349078598435e-20,5.412253434007194e-23,5.412253434007194e-23,5.412253434007194e-23,3.56070318263248e-21,3.8631507981770115e-21,6.173258869764377e-20,6.173258869764377e-20,1.8029201649202684e-20,1.8029201649202684e-20,1.8029201649202684e-20,7.909091210277363e-21,2.4468263450172547e-21,1.3602741767130252e-21,2.9356361312408646e-22,4.933519546750749e-22,7.058123068796269e-22,7.96631727564515e-22,2.474313047363915e-21,1.0049582152671358e-20
321.312,2.2575951859193646e-20,2.2575951859193646e-20,2.260698282487211e-21,2.6295535229686716e-19,1.0000021015837687e-30,1.0000021015837687e-30,5.2340260606417194e-20,1.6352039065992244e-22,1.2206353341732714e-20,1.2206353341732714e-20,1.4062374265867236e-20,1.6264893639634458e-20,2.1066326877465693e-20,2.0043461359381262e-20,2.0043461359381262e-20,3.235891502177415e-23,3.235891502177415e-23,3.235891502177415e-23,3.40064895079326e-21,3.709571164722662e-21,6.198772995501058e-20,6.198772995501058e-20,1.7803614229720316e-20,1.7803614229720316e-20,1.7803614229720316e-20,7.662755621524515e-21,2.4122222806958794e-21,1.3411811648017629e-21,2.8200112921708807e-22,4.757081429574491e-22,6.844358226991548e-22,7.687159529719605e-22,2.4043986708237064e-21,9.804791293337282e-21
321.578,2.176153231350725e-20,2.176153231350725e-20,2.228018609536437e-21,2.648573020375073e-19,1.0000018260410619e-30,1.0000018260410619e-30,5.2625183849905715e-20,1.5735328994751672e-22,1.0550789865170077e-20,1.0550789865170077e-20,1.365891355770905e-20,1.5847302793990056e-20,2.0739450860605595e-20,1.9796084406566348e-20,1.9796084406566348e-20,2.1304784031430882e-23,2.1304784031430882e-23,2.1304784031430882e-23,3.244715711847176e-21,3.558428932345957e-21,6.224316824523764e-20,6.224316824523764e-20,1.7591150314828028e-20,1.7591150314828028e-20,1.7591150314828028e-20,7.416303445052007e-21,2.377483568001751e-21,1.3223540346953245e-21,2.708269862697506e-22,4.585802066272228e-22,6.636444003741435e-22,7.4168555736903565e-22,2.3360511768265393e-21,9.564387449996377e-21
321.844,2.0974803857472072e-20,2.0974803857472072e-20,2.1958761875654747e-21,2.6675403829444324e-19,1.0000015856650149e-30,1.0000015856650149e-30,5.250679606517797e-20,1.5141577421632844e-22,8.629905873746175e-21,8.629905873746175e-21,1.3258509631359178e-20,1.5433593319685368e-20,2.0427687392615293e-20,1.9534370741298883e-20,1.9534370741298883e-20,1.5645503100119353e-23,1.5645503100119353e-23,1.5645503100119353e-23,3.093062651462998e-21,3.409073035916797e-21,6.24973143114976e-20,6.24973143114976e-20,1.7392887640925882e-20,1.7392887640925882e-20,1.7392887640925882e-20,7.171352523140297e-21,2.34257320795069e-21,1.3037891237076648e-21,2.6003157012858677e-22,4.419576982613069e-22,6.434236281988588e-22,7.15517036352961e-22,2.269246585589203e-21,9.328354773006631e-21
322.11,2.0214844835754976e-20,2.0214844835754976e-20,2.164260884459568e-21,2.6864481287543923e-19,1.000001376099765e-30,1.000001376099765e-30,5.2012070410747595e-20,1.4570156881637736e-22,6.135558405772808e-21,6.135558405772808e-21,1.2859133569778972e-20,1.5024105236488602e-20,2.013084389142909e-20,1.925971365854193e-20,1.925971365854193e-20,1.2935659472985674e-23,1.2935659472985674e-23,1.2935659472985674e-23,2.9458341920845423e-21,3.26113174896737e-21,6.275018845020331e-20,6.275018845020331e-20,1.7210327536869652e-20,1.7210327536869652e-20,1.7210327536869652e-20,6.929433346701463e-21,2.3074754460736015e-21,1.285482813559224e-21,2.4960490577448765e-22,4.258302490985496e-22,6.237594051449848e-22,6.901872375039253e-22,2.2039610225337565e-21,9.09667488212681e-21
322.376,1.9480767125305477e-20,1.9480767125305477e-20,2.1331627468404126e-21,2.7052891646637534e-19,1.0000011935116468e-30,1.0000011935116468e-30,5.1188916254427825e-20,1.402025280381172e-22,3.908339565276738e-21,3.908339565276738e-21,1.2464224751931962e-20,1.4619192932271767e-20,1.9848109438033977e-20,1.8974132600370706e-20,1.8974132600370706e-20,1.2107447775750584e-23,1.2107447775750584e-23,1.2107447775750584e-23,2.8031576663446154e-21,3.1145685391152567e-21,6.300129321125179e-20,6.300129321125179e-20,1.7045161892731224e-20,1.7045161892731224e-20,1.7045161892731224e-20,6.6919654115577464e-21,2.2721951712541195e-21,1.2674315304758337e-21,2.3953752799490904e-22,4.101875684817643e-22,6.046379364364584e-22,6.656733787141723e-22,2.140170730682485e-21,8.869326970958557e-21
322.643,1.8769095344617733e-20,1.8769095344617733e-20,2.1024579786041956e-21,2.7241272246619742e-19,1.0000010339718853e-30,1.0000010339718853e-30,5.009707288324859e-20,1.3489046156950307e-22,2.645691261769198e-21,2.645691261769198e-21,1.2081157533849538e-20,1.4217726373201155e-20,1.9576991352051902e-20,1.8678600124430682e-20,1.8678600124430682e-20,1.285211824890008e-23,1.285211824890008e-23,1.285211824890008e-23,2.6646314079680153e-21,2.9691374099409153e-21,6.325031038894364e-20,6.325031038894364e-20,1.689903405071864e-20,1.689903405071864e-20,1.689903405071864e-20,6.459379459066187e-21,2.236623303628609e-21,1.2495652975867469e-21,2.2978406994652093e-22,3.9496330426563934e-22,5.859768147128352e-22,6.418653441028833e-22,2.0776205318145832e-21,8.645457489034112e-21
322.909,1.8084332743669125e-20,1.8084332743669125e-20,2.0723669984877258e-21,2.742814955968432e-19,1.0000008957034833e-30,1.0000008957034833e-30,4.8819789649788666e-20,1.2979920868522325e-22,2.3969622506281827e-21,2.3969622506281827e-21,1.1725434480666575e-20,1.3823082450466815e-20,1.9317226843036226e-20,1.8377084927097846e-20,1.8377084927097846e-20,1.5421815074856407e-23,1.5421815074856407e-23,1.5421815074856407e-23,2.5313809778869116e-21,2.8265227772044806e-21,6.34949310627814e-20,6.34949310627814e-20,1.6775058751016728e-20,1.6775058751016728e-20,1.6775058751016728e-20,6.234567560673035e-21,2.2010691440715495e-21,1.232014447060843e-21,2.204082043854477e-22,3.802613320140877e-22,5.679025858722899e-22,6.189193747651502e-22,2.0167553774642082e-21,8.426717866068786e-21
323.175,1.7422971819937407e-20,1.7422971819937407e-20,2.04276449344712e-21,2.761417307390112e-19,1.000000775464952e-30,1.000000775464952e-30,4.7432902312071393e-20,1.249006557604498e-22,3.2593706504932976e-21,3.2593706504932976e-21,1.1409528726869811e-20,1.343411588781744e-20,1.9064679385749003e-20,1.806965657819619e-20,1.806965657819619e-20,2.0775049427916688e-23,2.0775049427916688e-23,2.0775049427916688e-23,2.4029445744213833e-21,2.686995201199371e-21,6.37346824921785e-20,6.37346824921785e-20,1.667474617939457e-20,1.667474617939457e-20,1.667474617939457e-20,6.017642290918333e-21,2.165459134342479e-21,1.2147081501491844e-21,2.1136362900949939e-22,3.660136946977017e-22,5.503314672567355e-22,5.967231873792212e-22,1.9573148655057024e-21,8.212233963671094e-21
323.441,1.6784245298622122e-20,1.6784245298622122e-20,2.0136412956543982e-21,2.779929033588059e-19,1.0000006709729305e-30,1.0000006709729305e-30,4.601515686191213e-20,1.201892259576839e-22,5.8547451876234946e-21,5.8547451876234946e-21,1.1145877244294004e-20,1.3051188994323189e-20,1.88154690783725e-20,1.7756823982861916e-20,1.7756823982861916e-20,3.1086404593837455e-23,3.1086404593837455e-23,3.1086404593837455e-23,2.27936559082295e-21,2.551494266970387e-21,6.39690262303841e-20,6.39690262303841e-20,1.6599818539607546e-20,1.6599818539607546e-20,1.6599818539607546e-20,5.8094450938280166e-21,2.129867628713368e-21,1.1976430064159663e-21,2.0264168755440297e-22,3.5221042207885014e-22,5.332508408697391e-22,5.752555384642008e-22,1.8992757484221413e-21,8.001976110883623e-21
323.707,1.616741293797291e-20,1.616741293797291e-20,1.9849884044626995e-21,2.798345413051489e-19,1.0000005802247461e-30,1.0000005802247461e-30,4.464040154810137e-20,1.1565630229752976e-22,9.915387678547368e-21,9.915387678547368e-21,1.0942740011411615e-20,1.267465350508777e-20,1.8564990832666473e-20,1.7438531689582722e-20,1.7438531689582722e-20,5.0951879160177453e-23,5.0951879160177453e-23,5.0951879160177453e-23,2.1606646850513192e-21,2.420970613078295e-21,6.419678011292151e-20,6.419678011292151e-20,1.6551908987982953e-20,1.6551908987982953e-20,1.6551908987982953e-20,5.610664639668922e-21,2.0943818428715474e-21,1.180815657712378e-21,1.9423309974830854e-22,3.3884162671801454e-22,5.166483705996151e-22,5.544955852792049e-22,1.8426149182564262e-21,7.795912642078775e-21
323.973,1.5571760390263925e-20,1.5571760390263925e-20,1.9567970120118693e-21,2.8166622711735844e-19,1.0000005014651697e-30,1.0000005014651697e-30,4.337487490939619e-20,1.1129631362587265e-22,1.1513960390205946e-20,1.1513960390205946e-20,1.080204182798829e-20,1.2304845864544813e-20,1.830812998316422e-20,1.711435167429922e-20,1.711435167429922e-20,8.996587921819847e-23,8.996587921819847e-23,8.996587921819847e-23,2.04683991862603e-21,2.2962704417676103e-21,6.441731684668259e-20,6.441731684668259e-20,1.6532022392040785e-20,1.6532022392040785e-20,1.6532022392040785e-20,5.42184165197848e-21,2.059099994490445e-21,1.1642227880690974e-21,1.8612932783775563e-22,3.258975053206401e-22,5.00511997569321e-22,5.344228894472665e-22,1.7873094228816065e-21,7.594009990868645e-21
324.239,1.4996598074487042e-20,1.4996598074487042e-20,1.9290584788121942e-21,2.8348759954054436e-19,1.0000004331569237e-30,1.0000004331569237e-30,4.2275952587576194e-20,1.0710422898948148e-22,8.822790648180489e-21,8.822790648180489e-21,1.0717903687170449e-20,1.1942082789312905e-20,1.8039413731347566e-20,1.6783718223885597e-20,1.6783718223885597e-20,1.6797074876919742e-22,1.6797074876919742e-22,1.6797074876919742e-22,1.9378672741750754e-21,2.1780494523215274e-21,6.462970311648961e-20,6.462970311648961e-20,1.654057035680116e-20,1.654057035680116e-20,1.654057035680116e-20,5.243377089966355e-21,2.0241290157898886e-21,1.14786112334533e-21,1.7832194980490098e-22,3.133683406149674e-22,4.848299342016597e-22,5.150174198939993e-22,1.7333364576669717e-21,7.396232772092853e-21
324.505,1.4441260188339586e-20,1.4441260188339586e-20,1.9017643406680785e-21,2.852983554104915e-19,1.000000373954702e-30,1.000000373954702e-30,4.139214446709559e-20,1.0307283919441306e-22,6.0283563871327916e-21,6.0283563871327916e-21,1.0675998962733919e-20,1.1586657214059843e-20,1.7753299271494517e-20,1.6446143677585208e-20,1.6446143677585208e-20,3.2511421134267687e-22,3.2511421134267687e-22,3.2511421134267687e-22,1.8337015222233034e-21,2.066703204053831e-21,6.483270134459873e-20,6.483270134459873e-20,1.6577150725780053e-20,1.6577150725780053e-20,1.6577150725780053e-20,5.075541313972481e-21,1.989582512352456e-21,1.1317274305032617e-21,1.7080239193757487e-22,3.012445029804928e-22,4.69590660610862e-22,4.962595582161211e-22,1.6806733722052394e-21,7.20254387869918e-21
324.771,1.3905103662931688e-20,1.3905103662931688e-20,1.8749062974602696e-21,2.870982506692282e-19,1.0000003226820181e-30,1.0000003226820181e-30,4.076400966394761e-20,9.919769137671429e-23,5.5865865091936245e-21,5.5865865091936245e-21,1.065397473262841e-20,1.123883452999074e-20,1.7444548127580113e-20,1.6101363325416188e-20,1.6101363325416188e-20,6.393899829007878e-22,6.393899829007878e-22,6.393899829007878e-22,1.73427740460125e-21,1.9623259565760302e-21,6.502471512553942e-20,6.502471512553942e-20,1.6640770737168528e-20,1.6640770737168528e-20,1.6640770737168528e-20,4.9184858962573974e-21,1.955578629849459e-21,1.1158185178486595e-21,1.6356253984052249e-22,2.895164527468142e-22,4.547829181765005e-22,4.781300980280602e-22,1.6292976771395201e-21,7.012904563880677e-21
325.037,1.3387507189844863e-20,1.3387507189844863e-20,1.8484762227992593e-21,2.888871015835427e-19,1.0000002783109266e-30,1.0000002783109266e-30,4.0425620018082705e-20,9.547114497487461e-23,8.712426284715365e-21,8.712426284715365e-21,1.0623295762861927e-20,1.0898849505315801e-20,1.710850911014527e-20,1.5749377843150045e-20,1.5749377843150045e-20,1.2530066484720774e-21,1.2530066484720774e-21,1.2530066484720774e-21,1.6395110720183474e-21,1.864718608271676e-21,6.520570228395703e-20,6.520570228395703e-20,1.6729264666178815e-20,1.6729264666178815e-20,1.6729264666178815e-20,4.772255367122179e-21,1.9222380321184503e-21,1.1001312343447461e-21,1.565940238657291e-22,2.7817474202176687e-22,4.403957063978014e-22,4.606102479309602e-22,1.579187053311745e-21,6.82727452962765e-21
