Î»,Ïƒ,uncertainty
127.68,4.6762e-17,1.464e-18
127.73,4.6670e-17,1.469e-18
127.78,4.6579e-17,1.475e-18
127.83,4.6488e-17,1.479e-18
127.88,4.6429e-17,1.441e-18
127.93,4.6370e-17,1.415e-18
127.98,4.6311e-17,1.399e-18
128.03,4.6253e-17,1.394e-18
128.08,4.6195e-17,1.4e-18
128.13,4.6138e-17,1.416e-18
128.18,4.6081e-17,1.444e-18
128.23,4.6032e-17,1.463e-18
128.28,4.5996e-17,1.458e-18
128.33,4.5961e-17,1.454e-18
128.38,4.5925e-17,1.449e-18
128.43,4.5898e-17,1.443e-18
128.48,4.5876e-17,1.435e-18
128.53,4.5855e-17,1.429e-18
128.58,4.5834e-17,1.422e-18
128.63,4.5714e-17,1.407e-18
128.68,4.5558e-17,1.391e-18
128.73,4.5403e-17,1.377e-18
128.78,4.5248e-17,1.367e-18
128.83,4.5111e-17,1.368e-18
128.88,4.4975e-17,1.373e-18
128.93,4.4840e-17,1.382e-18
128.98,4.4716e-17,1.394e-18
129.03,4.4697e-17,1.406e-18
129.08,4.4678e-17,1.419e-18
129.13,4.4659e-17,1.434e-18
129.18,4.4613e-17,1.438e-18
129.23,4.4496e-17,1.415e-18
129.28,4.4378e-17,1.394e-18
129.33,4.4261e-17,1.375e-18
129.38,4.4160e-17,1.364e-18
129.43,4.4079e-17,1.362e-18
129.48,4.3997e-17,1.36e-18
129.53,4.3915e-17,1.357e-18
129.58,4.3862e-17,1.358e-18
129.63,4.3826e-17,1.359e-18
129.68,4.3790e-17,1.361e-18
129.73,4.3754e-17,1.363e-18
129.78,4.3710e-17,1.368e-18
129.83,4.3664e-17,1.375e-18
129.88,4.3618e-17,1.382e-18
129.93,4.3573e-17,1.39e-18
129.98,4.3474e-17,1.376e-18
130.03,4.3375e-17,1.363e-18
130.08,4.3276e-17,1.351e-18
130.13,4.3193e-17,1.342e-18
130.18,4.3172e-17,1.344e-18
130.23,4.3150e-17,1.346e-18
130.28,4.3129e-17,1.349e-18
130.33,4.3070e-17,1.349e-18
130.38,4.2951e-17,1.345e-18
130.43,4.2832e-17,1.342e-18
130.48,4.2713e-17,1.338e-18
130.53,4.2643e-17,1.332e-18
130.58,4.2611e-17,1.324e-18
130.63,4.2580e-17,1.316e-18
130.68,4.2549e-17,1.309e-18
130.73,4.2497e-17,1.303e-18
130.78,4.2437e-17,1.298e-18
130.83,4.2378e-17,1.293e-18
130.88,4.2319e-17,1.288e-18
130.93,4.2312e-17,1.295e-18
130.98,4.2309e-17,1.304e-18
131.03,4.2305e-17,1.315e-18
131.08,4.2301e-17,1.325e-18
131.13,4.2287e-17,1.319e-18
131.18,4.2274e-17,1.313e-18
131.23,4.2260e-17,1.308e-18
131.28,4.2240e-17,1.305e-18
131.33,4.2204e-17,1.309e-18
131.38,4.2169e-17,1.312e-18
131.43,4.2134e-17,1.316e-18
131.48,4.2112e-17,1.316e-18
131.53,4.2106e-17,1.311e-18
131.58,4.2100e-17,1.306e-18
131.63,4.2095e-17,1.301e-18
131.68,4.2051e-17,1.3e-18
131.73,4.1991e-17,1.299e-18
131.78,4.1930e-17,1.299e-18
131.83,4.1870e-17,1.298e-18
131.88,4.1887e-17,1.3e-18
131.93,4.1918e-17,1.303e-18
131.98,4.1948e-17,1.306e-18
132.03,4.1977e-17,1.308e-18
132.08,4.1989e-17,1.307e-18
132.13,4.2001e-17,1.306e-18
132.18,4.2013e-17,1.305e-18
132.23,4.2025e-17,1.305e-18
132.28,4.2039e-17,1.307e-18
132.33,4.2053e-17,1.309e-18
132.38,4.2067e-17,1.312e-18
132.43,4.2076e-17,1.313e-18
132.48,4.2080e-17,1.311e-18
132.53,4.2083e-17,1.309e-18
132.58,4.2086e-17,1.307e-18
132.63,4.2101e-17,1.306e-18
132.68,4.2123e-17,1.304e-18
132.73,4.2146e-17,1.303e-18
132.78,4.2168e-17,1.302e-18
132.83,4.2159e-17,1.298e-18
132.88,4.2144e-17,1.295e-18
132.93,4.2129e-17,1.291e-18
132.98,4.2114e-17,1.288e-18
133.03,4.2066e-17,1.286e-18
133.08,4.2017e-17,1.284e-18
133.13,4.1969e-17,1.282e-18
133.18,4.1936e-17,1.281e-18
133.23,4.1962e-17,1.284e-18
133.28,4.1987e-17,1.287e-18
133.33,4.2013e-17,1.291e-18
133.38,4.2028e-17,1.292e-18
133.43,4.2026e-17,1.288e-18
133.48,4.2023e-17,1.286e-18
133.53,4.2021e-17,1.283e-18
133.58,4.2043e-17,1.285e-18
133.63,4.2082e-17,1.29e-18
133.68,4.2121e-17,1.296e-18
133.73,4.2160e-17,1.303e-18
133.78,4.2184e-17,1.307e-18
133.83,4.2204e-17,1.311e-18
133.88,4.2224e-17,1.315e-18
133.93,4.2245e-17,1.32e-18
133.98,4.2271e-17,1.315e-18
134.03,4.2298e-17,1.31e-18
134.08,4.2325e-17,1.306e-18
134.13,4.2353e-17,1.303e-18
134.18,4.2386e-17,1.306e-18
134.23,4.2419e-17,1.308e-18
134.28,4.2452e-17,1.311e-18
134.33,4.2471e-17,1.311e-18
134.38,4.2465e-17,1.309e-18
134.43,4.2459e-17,1.306e-18
134.48,4.2453e-17,1.304e-18
134.53,4.2470e-17,1.309e-18
134.58,4.2504e-17,1.322e-18
134.63,4.2539e-17,1.337e-18
134.68,4.2573e-17,1.353e-18
134.73,4.2606e-17,1.348e-18
134.78,4.2637e-17,1.337e-18
134.83,4.2669e-17,1.327e-18
134.88,4.2700e-17,1.318e-18
134.93,4.2756e-17,1.319e-18
134.98,4.2813e-17,1.32e-18
135.03,4.2870e-17,1.321e-18
135.08,4.2921e-17,1.323e-18
135.13,4.2947e-17,1.323e-18
135.18,4.2972e-17,1.324e-18
135.23,4.2998e-17,1.324e-18
135.28,4.3022e-17,1.324e-18
135.33,4.3044e-17,1.323e-18
135.38,4.3066e-17,1.322e-18
135.43,4.3087e-17,1.32e-18
135.48,4.3098e-17,1.319e-18
135.53,4.3098e-17,1.318e-18
135.58,4.3099e-17,1.317e-18
135.63,4.3100e-17,1.316e-18
135.68,4.3114e-17,1.318e-18
135.73,4.3134e-17,1.322e-18
135.78,4.3154e-17,1.326e-18
135.83,4.3173e-17,1.33e-18
135.88,4.3172e-17,1.33e-18
135.93,4.3170e-17,1.33e-18
135.98,4.3168e-17,1.33e-18
136.03,4.3169e-17,1.33e-18
136.08,4.3188e-17,1.331e-18
136.13,4.3207e-17,1.333e-18
136.18,4.3226e-17,1.334e-18
136.23,4.3239e-17,1.334e-18
136.28,4.3240e-17,1.334e-18
136.33,4.3242e-17,1.333e-18
136.38,4.3243e-17,1.332e-18
136.43,4.3254e-17,1.329e-18
136.48,4.3271e-17,1.326e-18
136.53,4.3288e-17,1.323e-18
136.58,4.3305e-17,1.32e-18
136.63,4.3317e-17,1.32e-18
136.68,4.3327e-17,1.322e-18
136.73,4.3338e-17,1.324e-18
136.78,4.3348e-17,1.326e-18
136.83,4.3369e-17,1.327e-18
136.88,4.3390e-17,1.329e-18
136.93,4.3412e-17,1.33e-18
136.98,4.3430e-17,1.331e-18
137.03,4.3431e-17,1.33e-18
137.08,4.3432e-17,1.329e-18
137.13,4.3434e-17,1.329e-18
137.18,4.3428e-17,1.327e-18
137.23,4.3410e-17,1.323e-18
137.28,4.3393e-17,1.32e-18
137.33,4.3375e-17,1.316e-18
137.38,4.3354e-17,1.315e-18
137.43,4.3331e-17,1.315e-18
137.48,4.3307e-17,1.315e-18
137.53,4.3284e-17,1.315e-18
137.58,4.3259e-17,1.315e-18
137.63,4.3233e-17,1.316e-18
137.68,4.3207e-17,1.316e-18
137.73,4.3181e-17,1.317e-18
137.78,4.3143e-17,1.316e-18
137.83,4.3104e-17,1.315e-18
137.88,4.3065e-17,1.314e-18
137.93,4.3029e-17,1.313e-18
137.98,4.3006e-17,1.312e-18
138.03,4.2982e-17,1.31e-18
138.08,4.2959e-17,1.309e-18
138.13,4.2932e-17,1.308e-18
138.18,4.2899e-17,1.308e-18
138.23,4.2867e-17,1.308e-18
138.28,4.2834e-17,1.307e-18
138.33,4.2805e-17,1.306e-18
138.38,4.2779e-17,1.304e-18
138.43,4.2752e-17,1.301e-18
138.48,4.2726e-17,1.299e-18
138.53,4.2700e-17,1.298e-18
138.58,4.2674e-17,1.297e-18
138.63,4.2648e-17,1.295e-18
138.68,4.2622e-17,1.294e-18
138.73,4.2589e-17,1.294e-18
138.78,4.2556e-17,1.294e-18
138.83,4.2524e-17,1.295e-18
138.88,4.2492e-17,1.295e-18
138.93,4.2461e-17,1.294e-18
138.98,4.2431e-17,1.294e-18
139.03,4.2401e-17,1.293e-18
139.08,4.2372e-17,1.292e-18
139.13,4.2346e-17,1.289e-18
139.18,4.2321e-17,1.286e-18
139.23,4.2295e-17,1.284e-18
139.28,4.2271e-17,1.281e-18
139.33,4.2247e-17,1.28e-18
139.38,4.2224e-17,1.278e-18
139.43,4.2201e-17,1.276e-18
139.48,4.2193e-17,1.276e-18
139.53,4.2187e-17,1.277e-18
139.58,4.2182e-17,1.277e-18
139.63,4.2176e-17,1.277e-18
139.68,4.2164e-17,1.278e-18
139.73,4.2152e-17,1.278e-18
139.78,4.2139e-17,1.278e-18
139.83,4.2130e-17,1.278e-18
139.88,4.2127e-17,1.278e-18
139.93,4.2124e-17,1.278e-18
139.98,4.2121e-17,1.278e-18
140.03,4.2117e-17,1.278e-18
140.08,4.2113e-17,1.278e-18
140.13,4.2110e-17,1.278e-18
140.18,4.2106e-17,1.278e-18
140.23,4.2115e-17,1.278e-18
140.28,4.2128e-17,1.278e-18
140.33,4.2141e-17,1.278e-18
140.38,4.2154e-17,1.278e-18
140.43,4.2165e-17,1.278e-18
140.48,4.2177e-17,1.278e-18
140.53,4.2188e-17,1.278e-18
140.58,4.2203e-17,1.278e-18
140.63,4.2239e-17,1.28e-18
140.68,4.2274e-17,1.282e-18
140.73,4.2310e-17,1.284e-18
140.78,4.2341e-17,1.286e-18
140.83,4.2365e-17,1.288e-18
140.88,4.2388e-17,1.29e-18
140.93,4.2412e-17,1.291e-18
140.98,4.2451e-17,1.293e-18
141.03,4.2503e-17,1.294e-18
141.08,4.2555e-17,1.295e-18
141.13,4.2606e-17,1.296e-18
141.18,4.2657e-17,1.297e-18
141.23,4.2707e-17,1.299e-18
141.28,4.2757e-17,1.3e-18
141.33,4.2807e-17,1.302e-18
141.38,4.2866e-17,1.304e-18
141.43,4.2925e-17,1.306e-18
141.48,4.2983e-17,1.308e-18
141.53,4.3040e-17,1.31e-18
141.58,4.3089e-17,1.311e-18
141.63,4.3138e-17,1.312e-18
141.68,4.3186e-17,1.313e-18
141.73,4.3239e-17,1.314e-18
141.78,4.3297e-17,1.316e-18
141.83,4.3355e-17,1.318e-18
141.88,4.3413e-17,1.32e-18
141.93,4.3477e-17,1.322e-18
141.98,4.3545e-17,1.325e-18
142.03,4.3613e-17,1.327e-18
142.08,4.3680e-17,1.33e-18
142.13,4.3752e-17,1.332e-18
142.18,4.3824e-17,1.335e-18
142.23,4.3896e-17,1.337e-18
142.28,4.3968e-17,1.34e-18
142.33,4.4041e-17,1.343e-18
142.38,4.4114e-17,1.346e-18
142.43,4.4187e-17,1.348e-18
142.48,4.4257e-17,1.351e-18
142.53,4.4324e-17,1.351e-18
142.58,4.4390e-17,1.351e-18
142.63,4.4457e-17,1.352e-18
142.68,4.4523e-17,1.354e-18
142.73,4.4589e-17,1.358e-18
142.78,4.4656e-17,1.362e-18
142.83,4.4722e-17,1.366e-18
142.88,4.4791e-17,1.369e-18
142.93,4.4862e-17,1.372e-18
142.98,4.4933e-17,1.374e-18
143.03,4.5003e-17,1.377e-18
143.08,4.5062e-17,1.379e-18
143.13,4.5119e-17,1.38e-18
143.18,4.5177e-17,1.381e-18
143.23,4.5240e-17,1.382e-18
143.28,4.5322e-17,1.383e-18
143.33,4.5404e-17,1.384e-18
143.38,4.5486e-17,1.385e-18
143.43,4.5572e-17,1.386e-18
143.48,4.5664e-17,1.389e-18
143.53,4.5756e-17,1.393e-18
143.58,4.5848e-17,1.396e-18
143.63,4.5954e-17,1.399e-18
143.68,4.6066e-17,1.403e-18
143.73,4.6178e-17,1.407e-18
143.78,4.6290e-17,1.411e-18
143.83,4.6391e-17,1.415e-18
143.88,4.6491e-17,1.419e-18
143.93,4.6591e-17,1.424e-18
143.98,4.6689e-17,1.428e-18
144.03,4.6774e-17,1.431e-18
144.08,4.6860e-17,1.434e-18
144.13,4.6945e-17,1.437e-18
144.18,4.7031e-17,1.439e-18
144.23,4.7119e-17,1.441e-18
144.28,4.7208e-17,1.443e-18
144.33,4.7297e-17,1.445e-18
144.38,4.7378e-17,1.446e-18
144.43,4.7453e-17,1.447e-18
144.48,4.7528e-17,1.448e-18
144.53,4.7604e-17,1.449e-18
144.58,4.7690e-17,1.452e-18
144.63,4.7780e-17,1.455e-18
144.68,4.7869e-17,1.458e-18
144.73,4.7959e-17,1.461e-18
144.78,4.8063e-17,1.464e-18
144.83,4.8167e-17,1.468e-18
144.88,4.8271e-17,1.471e-18
144.93,4.8380e-17,1.475e-18
144.98,4.8503e-17,1.48e-18
145.03,4.8627e-17,1.484e-18
145.08,4.8750e-17,1.489e-18
145.13,4.8870e-17,1.494e-18
145.18,4.8985e-17,1.498e-18
145.23,4.9101e-17,1.503e-18
145.28,4.9216e-17,1.507e-18
145.33,4.9323e-17,1.509e-18
145.38,4.9426e-17,1.51e-18
145.43,4.9529e-17,1.51e-18
145.48,4.9632e-17,1.511e-18
145.53,4.9733e-17,1.515e-18
145.58,4.9834e-17,1.519e-18
145.63,4.9935e-17,1.524e-18
145.68,5.0035e-17,1.528e-18
145.73,5.0131e-17,1.53e-18
145.78,5.0227e-17,1.532e-18
145.83,5.0322e-17,1.534e-18
145.88,5.0414e-17,1.537e-18
145.93,5.0500e-17,1.538e-18
145.98,5.0587e-17,1.54e-18
146.03,5.0673e-17,1.542e-18
146.08,5.0767e-17,1.545e-18
146.13,5.0867e-17,1.549e-18
146.18,5.0967e-17,1.553e-18
146.23,5.1067e-17,1.557e-18
146.28,5.1177e-17,1.562e-18
146.33,5.1288e-17,1.568e-18
146.38,5.1399e-17,1.574e-18
146.43,5.1507e-17,1.58e-18
146.48,5.1575e-17,1.581e-18
146.53,5.1643e-17,1.582e-18
146.58,5.1711e-17,1.583e-18
146.63,5.1779e-17,1.584e-18
146.68,5.1844e-17,1.587e-18
146.73,5.1909e-17,1.589e-18
146.78,5.1974e-17,1.591e-18
146.83,5.2046e-17,1.593e-18
146.88,5.2123e-17,1.594e-18
146.93,5.2200e-17,1.596e-18
146.98,5.2278e-17,1.597e-18
147.03,5.2370e-17,1.599e-18
147.08,5.2467e-17,1.6e-18
147.13,5.2564e-17,1.601e-18
147.18,5.2662e-17,1.603e-18
147.23,5.2765e-17,1.607e-18
147.28,5.2868e-17,1.612e-18
147.33,5.2972e-17,1.616e-18
147.38,5.3065e-17,1.621e-18
147.43,5.3128e-17,1.623e-18
147.48,5.3190e-17,1.625e-18
147.53,5.3252e-17,1.627e-18
147.58,5.3311e-17,1.629e-18
147.63,5.3366e-17,1.63e-18
147.68,5.3422e-17,1.631e-18
147.73,5.3478e-17,1.633e-18
147.78,5.3544e-17,1.635e-18
147.83,5.3614e-17,1.638e-18
147.88,5.3684e-17,1.641e-18
147.93,5.3754e-17,1.644e-18
147.98,5.3822e-17,1.646e-18
148.03,5.3890e-17,1.647e-18
148.08,5.3958e-17,1.649e-18
148.13,5.4022e-17,1.65e-18
148.18,5.4076e-17,1.652e-18
148.23,5.4130e-17,1.654e-18
148.28,5.4183e-17,1.655e-18
148.33,5.4238e-17,1.657e-18
148.38,5.4294e-17,1.66e-18
148.43,5.4350e-17,1.662e-18
148.48,5.4406e-17,1.665e-18
148.53,5.4466e-17,1.667e-18
148.58,5.4528e-17,1.668e-18
148.63,5.4590e-17,1.669e-18
148.68,5.4652e-17,1.67e-18
148.73,5.4716e-17,1.674e-18
148.78,5.4780e-17,1.678e-18
148.83,5.4844e-17,1.682e-18
148.88,5.4910e-17,1.685e-18
148.93,5.4987e-17,1.686e-18
148.98,5.5064e-17,1.686e-18
149.03,5.5141e-17,1.686e-18
149.08,5.5221e-17,1.687e-18
149.13,5.5307e-17,1.689e-18
149.18,5.5392e-17,1.69e-18
149.23,5.5477e-17,1.692e-18
149.28,5.5562e-17,1.695e-18
149.33,5.5646e-17,1.698e-18
149.38,5.5730e-17,1.702e-18
149.43,5.5814e-17,1.705e-18
149.48,5.5894e-17,1.708e-18
149.53,5.5974e-17,1.711e-18
149.58,5.6054e-17,1.713e-18
149.63,5.6130e-17,1.716e-18
149.68,5.6180e-17,1.716e-18
149.73,5.6230e-17,1.716e-18
149.78,5.6281e-17,1.716e-18
149.83,5.6330e-17,1.717e-18
149.88,5.6378e-17,1.719e-18
149.93,5.6425e-17,1.722e-18
149.98,5.6473e-17,1.724e-18
150.03,5.6514e-17,1.726e-18
150.08,5.6549e-17,1.728e-18
150.13,5.6584e-17,1.73e-18
150.18,5.6620e-17,1.732e-18
150.23,5.6652e-17,1.733e-18
150.28,5.6683e-17,1.734e-18
150.33,5.6715e-17,1.734e-18
150.38,5.6748e-17,1.735e-18
150.43,5.6800e-17,1.738e-18
150.48,5.6852e-17,1.74e-18
150.53,5.6904e-17,1.742e-18
150.58,5.6936e-17,1.743e-18
150.63,5.6929e-17,1.742e-18
150.68,5.6921e-17,1.741e-18
150.73,5.6914e-17,1.739e-18
150.78,5.6909e-17,1.739e-18
150.83,5.6906e-17,1.739e-18
150.88,5.6903e-17,1.738e-18
150.93,5.6900e-17,1.738e-18
150.98,5.6909e-17,1.739e-18
151.03,5.6920e-17,1.739e-18
151.08,5.6930e-17,1.74e-18
151.13,5.6945e-17,1.741e-18
151.18,5.7000e-17,1.744e-18
151.23,5.7055e-17,1.747e-18
151.28,5.7110e-17,1.75e-18
151.33,5.7157e-17,1.752e-18
151.38,5.7189e-17,1.755e-18
151.43,5.7221e-17,1.757e-18
151.48,5.7253e-17,1.759e-18
151.53,5.7291e-17,1.76e-18
151.58,5.7333e-17,1.76e-18
151.63,5.7374e-17,1.76e-18
151.68,5.7416e-17,1.76e-18
151.73,5.7476e-17,1.76e-18
151.78,5.7541e-17,1.761e-18
151.83,5.7605e-17,1.762e-18
151.88,5.7668e-17,1.763e-18
151.93,5.7718e-17,1.766e-18
151.98,5.7769e-17,1.768e-18
152.03,5.7820e-17,1.77e-18
152.08,5.7867e-17,1.772e-18
152.13,5.7907e-17,1.774e-18
152.18,5.7947e-17,1.776e-18
152.23,5.7988e-17,1.778e-18
152.28,5.8039e-17,1.78e-18
152.33,5.8100e-17,1.782e-18
152.38,5.8161e-17,1.783e-18
152.43,5.8222e-17,1.785e-18
152.48,5.8302e-17,1.787e-18
152.53,5.8387e-17,1.789e-18
152.58,5.8471e-17,1.791e-18
152.63,5.8558e-17,1.794e-18
152.68,5.8695e-17,1.799e-18
152.73,5.8832e-17,1.804e-18
152.78,5.8969e-17,1.809e-18
152.83,5.9101e-17,1.813e-18
152.88,5.9222e-17,1.818e-18
152.93,5.9343e-17,1.822e-18
152.98,5.9464e-17,1.827e-18
153.03,5.9571e-17,1.83e-18
153.08,5.9667e-17,1.833e-18
153.13,5.9762e-17,1.835e-18
153.18,5.9858e-17,1.838e-18
153.23,5.9957e-17,1.84e-18
153.28,6.0057e-17,1.843e-18
153.33,6.0157e-17,1.845e-18
153.38,6.0255e-17,1.848e-18
153.43,6.0327e-17,1.85e-18
153.48,6.0400e-17,1.853e-18
153.53,6.0473e-17,1.856e-18
153.58,6.0521e-17,1.858e-18
153.63,6.0521e-17,1.859e-18
153.68,6.0521e-17,1.86e-18
153.73,6.0521e-17,1.86e-18
153.78,6.0490e-17,1.86e-18
153.83,6.0436e-17,1.859e-18
153.88,6.0383e-17,1.858e-18
153.93,6.0330e-17,1.857e-18
153.98,6.0238e-17,1.855e-18
154.03,6.0139e-17,1.853e-18
154.08,6.0040e-17,1.851e-18
154.13,5.9941e-17,1.849e-18
154.18,5.9839e-17,1.845e-18
154.23,5.9737e-17,1.841e-18
154.28,5.9634e-17,1.838e-18
154.33,5.9522e-17,1.834e-18
154.38,5.9391e-17,1.83e-18
154.43,5.9261e-17,1.825e-18
154.48,5.9130e-17,1.821e-18
154.53,5.8983e-17,1.816e-18
154.58,5.8825e-17,1.811e-18
154.63,5.8667e-17,1.805e-18
154.68,5.8509e-17,1.799e-18
154.73,5.8389e-17,1.796e-18
154.78,5.8274e-17,1.793e-18
154.83,5.8159e-17,1.79e-18
154.88,5.8046e-17,1.787e-18
154.93,5.7943e-17,1.785e-18
154.98,5.7841e-17,1.784e-18
155.03,5.7739e-17,1.782e-18
155.08,5.7646e-17,1.781e-18
155.13,5.7570e-17,1.78e-18
155.18,5.7493e-17,1.78e-18
155.23,5.7417e-17,1.779e-18
155.28,5.7354e-17,1.777e-18
155.33,5.7298e-17,1.775e-18
155.38,5.7243e-17,1.773e-18
155.43,5.7188e-17,1.771e-18
155.48,5.7150e-17,1.769e-18
155.53,5.7114e-17,1.768e-18
155.58,5.7079e-17,1.767e-18
155.63,5.7048e-17,1.767e-18
155.68,5.7039e-17,1.767e-18
155.73,5.7031e-17,1.768e-18
155.78,5.7023e-17,1.768e-18
155.83,5.7029e-17,1.769e-18
155.88,5.7054e-17,1.769e-18
155.93,5.7079e-17,1.769e-18
155.98,5.7104e-17,1.77e-18
156.03,5.7148e-17,1.771e-18
156.08,5.7201e-17,1.772e-18
156.13,5.7253e-17,1.773e-18
156.18,5.7306e-17,1.775e-18
156.23,5.7396e-17,1.777e-18
156.28,5.7489e-17,1.779e-18
156.33,5.7582e-17,1.781e-18
156.38,5.7675e-17,1.783e-18
156.43,5.7769e-17,1.784e-18
156.48,5.7863e-17,1.785e-18
156.53,5.7957e-17,1.786e-18
156.58,5.8041e-17,1.789e-18
156.63,5.8113e-17,1.793e-18
156.68,5.8186e-17,1.797e-18
156.73,5.8259e-17,1.801e-18
156.78,5.8316e-17,1.803e-18
156.83,5.8368e-17,1.806e-18
156.88,5.8420e-17,1.808e-18
156.93,5.8472e-17,1.81e-18
156.98,5.8493e-17,1.812e-18
157.03,5.8513e-17,1.815e-18
157.08,5.8533e-17,1.817e-18
157.13,5.8531e-17,1.818e-18
157.18,5.8466e-17,1.816e-18
157.23,5.8401e-17,1.813e-18
157.28,5.8335e-17,1.81e-18
157.33,5.8216e-17,1.805e-18
157.38,5.8052e-17,1.799e-18
157.43,5.7888e-17,1.792e-18
157.48,5.7724e-17,1.786e-18
157.53,5.7484e-17,1.779e-18
157.58,5.7226e-17,1.772e-18
157.63,5.6967e-17,1.765e-18
157.68,5.6701e-17,1.758e-18
157.73,5.6316e-17,1.746e-18
157.78,5.5932e-17,1.735e-18
157.83,5.5547e-17,1.723e-18
157.88,5.5145e-17,1.711e-18
157.93,5.4710e-17,1.698e-18
157.98,5.4275e-17,1.685e-18
158.03,5.3840e-17,1.673e-18
158.08,5.3392e-17,1.659e-18
158.13,5.2935e-17,1.646e-18
158.18,5.2479e-17,1.633e-18
158.23,5.2022e-17,1.619e-18
158.28,5.1540e-17,1.606e-18
158.33,5.1056e-17,1.594e-18
158.38,5.0571e-17,1.581e-18
158.43,5.0099e-17,1.568e-18
158.48,4.9704e-17,1.553e-18
158.53,4.9309e-17,1.538e-18
158.58,4.8915e-17,1.523e-18
158.63,4.8537e-17,1.509e-18
158.68,4.8186e-17,1.496e-18
158.73,4.7835e-17,1.483e-18
158.78,4.7484e-17,1.471e-18
158.83,4.7152e-17,1.46e-18
158.88,4.6830e-17,1.45e-18
158.93,4.6509e-17,1.44e-18
158.98,4.6187e-17,1.43e-18
159.03,4.5966e-17,1.424e-18
159.08,4.5751e-17,1.419e-18
159.13,4.5537e-17,1.414e-18
159.18,4.5348e-17,1.409e-18
159.23,4.5247e-17,1.407e-18
159.28,4.5146e-17,1.406e-18
159.33,4.5046e-17,1.404e-18
159.38,4.4971e-17,1.403e-18
159.43,4.4921e-17,1.402e-18
159.48,4.4872e-17,1.402e-18
159.53,4.4822e-17,1.401e-18
159.58,4.4781e-17,1.403e-18
159.63,4.4743e-17,1.405e-18
159.68,4.4705e-17,1.407e-18
159.73,4.4667e-17,1.409e-18
159.78,4.4660e-17,1.409e-18
159.83,4.4652e-17,1.41e-18
159.88,4.4644e-17,1.41e-18
159.93,4.4636e-17,1.409e-18
159.98,4.4628e-17,1.405e-18
160.03,4.4620e-17,1.401e-18
160.08,4.4611e-17,1.396e-18
160.13,4.4593e-17,1.395e-18
160.18,4.4566e-17,1.397e-18
160.23,4.4539e-17,1.398e-18
160.28,4.4513e-17,1.399e-18
160.33,4.4495e-17,1.398e-18
160.38,4.4478e-17,1.397e-18
160.43,4.4462e-17,1.396e-18
160.48,4.4442e-17,1.395e-18
160.53,4.4400e-17,1.393e-18
160.58,4.4359e-17,1.391e-18
160.63,4.4317e-17,1.39e-18
160.68,4.4258e-17,1.387e-18
160.73,4.4176e-17,1.384e-18
160.78,4.4094e-17,1.382e-18
160.83,4.4012e-17,1.379e-18
160.88,4.3904e-17,1.371e-18
160.93,4.3785e-17,1.361e-18
160.98,4.3665e-17,1.352e-18
161.03,4.3546e-17,1.343e-18
161.08,4.3387e-17,1.339e-18
161.13,4.3226e-17,1.335e-18
161.18,4.3066e-17,1.331e-18
161.23,4.2900e-17,1.327e-18
161.28,4.2716e-17,1.326e-18
161.33,4.2532e-17,1.325e-18
161.38,4.2348e-17,1.324e-18
161.43,4.2141e-17,1.322e-18
161.48,4.1913e-17,1.32e-18
161.53,4.1685e-17,1.317e-18
161.58,4.1457e-17,1.315e-18
161.63,4.1192e-17,1.308e-18
161.68,4.0919e-17,1.3e-18
